"","Report.Date","ZIP.Code","Number.of.Cases","Number.of.PCR.Testing.Encounters"
"758","5/22/2020","24370","Suppressed*",77
"759","5/22/2020","24374","0",16
"760","5/22/2020","24375","0",9
"761","5/22/2020","24377","0",2
"762","5/22/2020","24378","Suppressed*",11
"763","5/22/2020","24380","Suppressed*",11
"764","5/22/2020","24381","Suppressed*",40
"765","5/22/2020","24382","7",223
"766","5/22/2020","24401","45",469
"767","5/22/2020","24412","0",1
"768","5/22/2020","24413","0",4
"769","5/22/2020","24415","0",2
"770","5/22/2020","24416","12",31
"771","5/22/2020","24421","Suppressed*",19
"772","5/22/2020","24422","6",107
"773","5/22/2020","24426","8",221
"774","5/22/2020","24430","Suppressed*",26
"775","5/22/2020","24431","5",48
"776","5/22/2020","24432","Suppressed*",1
"777","5/22/2020","24433","0",1
"778","5/22/2020","24435","Suppressed*",13
"779","5/22/2020","24437","0",8
"780","5/22/2020","24439","0",8
"781","5/22/2020","24440","8",38
"782","5/22/2020","24441","16",115
"783","5/22/2020","24442","0",1
"784","5/22/2020","24445","0",28
"785","5/22/2020","24448","0",5
"786","5/22/2020","24450","8",58
"787","5/22/2020","24457","0",13
"788","5/22/2020","24458","0",4
"789","5/22/2020","24459","6",6
"790","5/22/2020","24460","0",14
"791","5/22/2020","24465","Suppressed*",16
"792","5/22/2020","24467","Suppressed*",21
"793","5/22/2020","24471","Suppressed*",31
"794","5/22/2020","24472","0",14
"795","5/22/2020","24473","0",3
"796","5/22/2020","24474","0",5
"797","5/22/2020","24476","Suppressed*",6
"798","5/22/2020","24477","14",149
"799","5/22/2020","24479","0",21
"800","5/22/2020","24482","5",57
"801","5/22/2020","24483","Suppressed*",5
"802","5/22/2020","24484","0",5
"803","5/22/2020","24485","0",2
"804","5/22/2020","24486","16",67
"805","5/22/2020","24487","0",3
"806","5/22/2020","24501","27",505
"807","5/22/2020","24502","34",708
"808","5/22/2020","24503","12",331
"809","5/22/2020","24504","7",159
"810","5/22/2020","24517","0",105
"811","5/22/2020","24520","Suppressed*",33
"812","5/22/2020","24521","7",221
"813","5/22/2020","24522","16",209
"814","5/22/2020","24523","8",345
"815","5/22/2020","24526","Suppressed*",27
"816","5/22/2020","24527","Suppressed*",46
"817","5/22/2020","24528","Suppressed*",70
"818","5/22/2020","24529","Suppressed*",46
"819","5/22/2020","24530","0",17
"820","5/22/2020","24531","Suppressed*",109
"821","5/22/2020","24534","5",38
"822","5/22/2020","24536","0",3
"823","5/22/2020","24538","Suppressed*",91
"824","5/22/2020","24539","0",6
"825","5/22/2020","24540","24",440
"826","5/22/2020","24541","25",408
"827","5/22/2020","24549","Suppressed*",48
"828","5/22/2020","24550","5",118
"829","5/22/2020","24551","19",419
"830","5/22/2020","24553","Suppressed*",43
"831","5/22/2020","24554","Suppressed*",67
"832","5/22/2020","24555","Suppressed*",12
"833","5/22/2020","24556","0",66
"834","5/22/2020","24557","Suppressed*",111
"835","5/22/2020","24558","5",160
"836","5/22/2020","24562","0",14
"837","5/22/2020","24563","Suppressed*",96
"838","5/22/2020","24565","0",9
"839","5/22/2020","24566","Suppressed*",18
"840","5/22/2020","24569","0",16
"841","5/22/2020","24571","Suppressed*",30
"842","5/22/2020","24572","12",330
"843","5/22/2020","24574","Suppressed*",58
"844","5/22/2020","24577","Suppressed*",77
"845","5/22/2020","24578","Suppressed*",3
"846","5/22/2020","24579","0",3
"847","5/22/2020","24580","Suppressed*",19
"848","5/22/2020","24586","Suppressed*",73
"849","5/22/2020","24588","Suppressed*",186
"850","5/22/2020","24589","0",35
"851","5/22/2020","24590","11",212
"852","5/22/2020","24592","12",321
"853","5/22/2020","24593","Suppressed*",28
"854","5/22/2020","24594","Suppressed*",36
"855","5/22/2020","24595","0",6
"856","5/22/2020","24597","Suppressed*",20
"857","5/22/2020","24598","Suppressed*",37
"858","5/22/2020","24599","Suppressed*",17
"859","5/22/2020","24601","0",0
"860","5/22/2020","24602","0",10
"861","5/22/2020","24603","Suppressed*",9
"862","5/22/2020","24605","Suppressed*",140
"863","5/22/2020","24606","0",3
"864","5/22/2020","24607","0",1
"865","5/22/2020","24609","Suppressed*",90
"866","5/22/2020","24612","0",3
"867","5/22/2020","24613","0",20
"868","5/22/2020","24614","17",275
"869","5/22/2020","24620","0",16
"870","5/22/2020","24622","0",17
"871","5/22/2020","24628","0",5
"872","5/22/2020","24630","0",73
"873","5/22/2020","24631","0",23
"874","5/22/2020","24634","0",7
"875","5/22/2020","24635","0",11
"876","5/22/2020","24637","0",28
"877","5/22/2020","24639","Suppressed*",54
"878","5/22/2020","24641","0",100
"879","5/22/2020","24646","0",7
"880","5/22/2020","24649","0",24
"881","5/22/2020","24651","0",72
"882","5/22/2020","24656","0",38
"883","5/22/2020","24657","0",2
"884","5/22/2020","Not Reported","740",28904
"885","5/22/2020","Out-of-State","0",3607
